country,year,sci_literacy,self_efficacy,sci_trust,tech_acceptance,avg_proj_duration,admin_burden_ratio,researcher_retire_age,relative_salary,rd_budget_per_researcher,innovation_score,competitiveness,rd_gdp_pct,researchers_per_m,patent_apps,journal_articles,gdp_per_capita,gov_edu_exp_pct,internet_users_pct,hi_tech_export_pct,tertiary_enroll,mobile_subs_per100,secure_servers_per_m,youth_unemp_pct,tertiary_attainment,population,articles_per_m_log,patents_per_m_log,pisa_math,pisa_reading,country_name,sci_literacy_lag3,sci_literacy_lag5,sci_literacy_lag7,sci_trust_lag3,sci_trust_lag5,sci_trust_lag7,tech_acceptance_lag3,tech_acceptance_lag5,tech_acceptance_lag7,pisa_math_lag3,pisa_math_lag5,pisa_math_lag7,pisa_reading_lag3,pisa_reading_lag5,pisa_reading_lag7,tertiary_enroll_lag3,tertiary_enroll_lag5,tertiary_enroll_lag7,tertiary_attainment_lag3,tertiary_attainment_lag5,tertiary_attainment_lag7,hi_tech_export_pct_lag3,hi_tech_export_pct_lag5,hi_tech_export_pct_lag7,rd_budget_per_researcher_lag3,rd_budget_per_researcher_lag5,rd_budget_per_researcher_lag7,relative_salary_lag3,relative_salary_lag5,relative_salary_lag7,youth_unemp_pct_lag3,youth_unemp_pct_lag5,youth_unemp_pct_lag7,idx_sci_culture,idx_hard_rd,idx_structure,idx_economic,pct_applications_origin,total_publications,top10_cited_publications,pct__raw,pct__per_million,pct__log1p_per_million,pct__per_researcher,pct__log1p_raw,pct__log_raw,log_pop,openalex_top10__raw,openalex_top10__per_million,openalex_top10__log1p_per_million,openalex_top10__per_researcher,openalex_top10__log1p_raw,openalex_top10__log_raw,openalex_total__raw,openalex_total__per_million,openalex_total__log1p_per_million,openalex_total__per_researcher,openalex_total__log1p_raw,openalex_total__log_raw
AUS,2012,521.0,0.6255606139512243,0.7532352837067715,0.7252246989881479,1.253837034460784,0.2543426045676839,55.0,1.0321664141764384,,51.9,0.6185300501475627,2.17733,,2627.0,46728.07,68301.4402512587,5.38625001907349,79.0,17.2855553325245,119.679389953613,106.499711805776,3187.89942492269,11.728,29.0356309258349,22733465.0,7.62874865303287,4.758376266723163,504.0,512.0,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7559316114563599,0.2345783016141114,0.3667927007805347,0.137697600689797,1614.0917,87961,33326,1614.0917,71.00068995201568,4.276675701637026,,7.387147014230582,7.386527662581514,16.939348625917663,33326,1465.9445887373527,7.290937005607763,,10.414123158249833,10.41409315209857,87961,3869.2297896515115,8.261069161432006,,11.384660182018205,11.384648813408075
AUS,2013,517.3333333333334,0.6497848241393607,0.7501442315168307,0.7195713102178318,1.2121368604233336,0.2783022994002845,55.0,1.1074788992314233,,53.07,0.6465855126991263,2.17733,,3061.0,50921.2,68476.6788496118,5.38625001907349,83.453497167,18.0075143774834,119.679389953613,107.332200908321,3505.12572806905,12.22,26.7437896728516,23128129.0,7.697439127804435,4.892974697835266,500.6666666666667,509.0,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7347167509971755,0.2374985286571947,0.3810169624373716,0.1567401192405662,1508.3429,96341,37137,1508.3429,65.21681455512463,4.192934426992339,,7.319429669534045,7.318766909987239,16.956560140317556,37137,1605.707059139976,7.381942058604071,,10.522395983160541,10.52236905619992,96341,4165.53366681758,8.33483971414905,,11.47565963977774,11.475649260034846
AUS,2014,513.6666666666666,0.639590186845041,0.74705317932689,0.7139179214475156,1.2953679098034976,0.2852550613021001,55.0,1.0772239063918911,,55.01,0.6513999336794353,2.04851,,1988.0,52854.67,62817.2061751737,5.38625001907349,84.0,18.9961304703814,119.679389953613,106.206237340596,3938.58564985066,13.311,28.6151294708252,23475686.0,7.719780160213816,4.450658656575331,497.3333333333333,506.0,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7299045561331522,0.2217494032257126,0.3818413664566639,0.1629726105710893,1632.9445,101518,39913,1632.9445,69.55896837263883,4.256448791022477,,7.398752309114825,7.398140105865047,16.97147580520884,39913,1700.184608023808,7.439080115621529,,10.59448241852793,10.594457364348266,101518,4324.3890721659845,8.372257374202231,,11.528001252063948,11.527991401642595
AUS,2015,510.0,0.6160541507423353,0.7439621271369492,0.7082645326771995,1.3966932338757811,0.2907244466271856,55.0,1.1044997647491075,,55.22,0.6781837515048088,1.91969,,2291.0,54235.21,56970.3613028094,5.38625001907349,84.5605149091408,19.6921472541598,119.679389953613,107.608142007003,4574.11080242501,13.11,29.7797794342041,23815995.0,7.731167221580917,4.576728065789476,494.0,503.0,Australia,521.0,,,0.7532352837067715,,,0.7252246989881479,,,504.0,,,512.0,,,119.679389953613,,,29.0356309258349,,,17.2855553325245,,,,,,1.0321664141764384,,,11.728,,,0.7223080487699904,0.206516621235558,0.3855170371988599,0.1696188149493761,1637.3381,107318,41264,1637.3381,68.74951476938082,4.244910463965891,,7.401437653369759,7.400827092392416,16.98586797173483,41264,1732.6170920005652,7.457965309426296,,10.627769962026784,10.627745728121125,107318,4506.1312785797945,8.41341614997441,,11.583560986568456,11.583551668510525
AUS,2016,507.6666666666667,0.64361501568165,0.7408710749470084,0.7026111439068834,1.13342662702165,0.2902245315958571,55.0,1.1312298663562363,,53.07,0.6717022249182916,1.900355,,2620.0,55173.81,50084.4440606385,5.38625001907349,86.54000092,20.6275044745549,119.682777404785,109.128813718295,9810.21505311893,12.642,30.0298099517822,24190907.0,7.732705197404895,4.694143583471197,493.0,503.0,Australia,517.3333333333334,,,0.7501442315168307,,,0.7195713102178318,,,500.6666666666667,,,509.0,,,119.679389953613,,,26.7437896728516,,,18.0075143774834,,,,,,1.1074788992314233,,,12.22,,,0.7160994871951278,0.1934502401395047,0.3976287144932827,0.1756819641390904,1737.6667,108581,40511,1737.6667,71.83139929395786,4.288147171198595,,7.460873834110158,7.460298515282808,17.001487376715872,40511,1674.637499123121,7.423948968342109,,10.609353505503847,10.609328821154959,108581,4488.504709641519,8.409497664995065,,11.595260926888256,11.595251717216259
AUS,2017,505.3333333333333,0.6200623479834201,0.7377800227570677,0.6969577551365673,1.3540493175464048,0.2888669447039985,55.0,1.137861247041198,,51.83,0.6661374211829902,1.88102,,2503.0,55219.84,54117.547718609,5.38625001907349,86.5450488476768,18.0967924595604,109.993309020996,107.799761578952,21552.9166755447,12.592,31.3911895751953,24592588.0,7.717077749939492,4.632577485743885,492.0,503.0,Australia,513.6666666666666,521.0,,0.74705317932689,0.7532352837067715,,0.7139179214475156,0.7252246989881479,,497.3333333333333,504.0,,506.0,512.0,,119.679389953613,119.679389953613,,28.6151294708252,29.0356309258349,,18.9961304703814,17.2855553325245,,,,,1.0772239063918911,1.0321664141764384,,13.311,11.728,,0.7048672671856198,0.2002643127674082,0.406847517923781,0.1645220238262967,1774.9944,111581,39420,1774.9944,72.17599058708258,4.292867369720112,,7.482115770393991,7.481552546974962,17.017955654689374,39420,1602.9219860878409,7.380207150141294,,10.58205394821854,10.58202858070671,111581,4537.180064172181,8.420281343744342,,11.622515025598084,11.622506063538962
AUS,2018,503.0,0.6598090060261455,0.7346889705671269,0.6913043663662511,1.3814441018560806,0.2630254985550312,55.0,1.1546154043589116,,51.98,0.6922660578243913,1.85464,,2757.0,56691.37,57410.1737346009,5.38625001907349,90.0082016,18.1371018191307,103.322090148926,110.033134941946,32929.1953798659,11.935,31.7493305206299,24963258.0,7.728412448918986,4.713507101521651,491.0,503.0,Australia,510.0,517.3333333333334,,0.7439621271369492,0.7501442315168307,,0.7082645326771995,0.7195713102178318,,494.0,500.6666666666667,,503.0,509.0,,119.679389953613,119.679389953613,,29.7797794342041,26.7437896728516,,19.6921472541598,18.0075143774834,,,,,1.1044997647491075,1.1074788992314233,,13.11,12.22,,0.6926101256610535,0.2064613724838714,0.4295904626174379,0.1635291665275725,1766.4694,114298,37511,1766.4694,70.76277463462502,4.273365882479988,,7.477304085032461,7.476738144260261,17.032915621793506,37511,1502.6484123186165,7.315649708776517,,10.532416160769422,10.532389502278024,114298,4578.649149081422,8.429377669169861,,11.646573100838243,11.646564351817041
AUS,2019,504.0,0.644241481780275,0.7346889705671269,0.6913043663662511,1.406168322763499,0.2577529641467087,55.0,1.1320605806196231,,50.34,0.643224738913543,1.82826,,2637.0,58770.26,55194.7585097428,5.38625001907349,93.60990143,21.2199332352628,109.759559631348,109.752830879788,36763.583850941,11.452,33.0947799682617,25334826.0,7.749642242219984,4.65477879997512,490.0,501.75,Australia,507.6666666666667,513.6666666666666,521.0,0.7408710749470084,0.74705317932689,0.7532352837067715,0.7026111439068834,0.7139179214475156,0.7252246989881479,493.0,497.3333333333333,504.0,503.0,506.0,512.0,119.682777404785,119.679389953613,119.679389953613,30.0298099517822,28.6151294708252,29.0356309258349,20.6275044745549,18.9961304703814,17.2855553325245,,,,1.1312298663562363,1.0772239063918911,1.0321664141764384,12.642,13.311,11.728,0.7032996703226988,0.2022059641030844,0.4433280976416949,0.1713877437407962,1724.2131,123112,33855,1724.2131,68.05703342900401,4.234932734610059,,7.453105858067373,7.452526051473444,17.04769052889935,33855,1336.3028425772493,7.198410060485741,,10.429871515217972,10.429841977919745,123112,4859.3978896875,8.488875583849419,,11.720857911795733,11.720849789143688
AUS,2020,505.0,0.6445427527290948,0.7346889705671269,0.6913043663662511,1.5107286623159977,0.2811595176251431,55.0,1.127068067518234,,48.35,0.658204969345005,1.843045,,2368.0,58870.89,51983.4523666382,5.38625001907349,94.6934967,21.4757898705835,110.139221191406,104.930155780087,39862.7281392421,14.142,35.0234107971191,25649248.0,7.739023358064561,4.536060108986595,489.0,500.5,Australia,505.3333333333333,510.0,517.3333333333334,0.7377800227570677,0.7439621271369492,0.7501442315168307,0.6969577551365673,0.7082645326771995,0.7195713102178318,492.0,494.0,500.6666666666667,503.0,503.0,509.0,109.993309020996,119.679389953613,119.679389953613,31.3911895751953,29.7797794342041,26.7437896728516,18.0967924595604,19.6921472541598,18.0075143774834,,,,1.137861247041198,1.1044997647491075,1.1074788992314233,12.592,13.11,12.22,0.7104106932674916,0.1965221977144707,0.4442890037158932,0.1881157502768757,1684.95,131020,25322,1684.95,65.69198441997209,4.200084772086539,,7.4300844821315435,7.429491168755688,17.06002481141249,25322,987.241419319584,6.895927019436933,,10.13946835265183,10.139428862080198,131020,5108.141961900793,8.538786755576346,,11.783112894679272,11.783105262285867
AUS,2021,506.0,0.6376214091119212,0.7346889705671269,0.6913043663662511,1.8262411966851593,0.2571739135023677,55.0,1.1488112715637442,,48.3,0.6564684811718895,1.85783,,2966.0,61975.95,60758.9044397144,5.34109020233154,96.97219849,22.3940766008599,112.688293457031,105.118514623956,46481.5592601746,11.134,35.9570999145508,25685412.0,7.788992837011106,4.757668986237179,488.0,499.25,Australia,503.0,507.6666666666667,513.6666666666666,0.7346889705671269,0.7408710749470084,0.74705317932689,0.6913043663662511,0.7026111439068834,0.7139179214475156,491.0,493.0,497.3333333333333,503.0,503.0,506.0,103.322090148926,119.682777404785,119.679389953613,31.7493305206299,30.0298099517822,28.6151294708252,18.1371018191307,20.6275044745549,18.9961304703814,,,,1.1546154043589116,1.1312298663562363,1.0772239063918911,11.935,12.642,13.311,0.7157060902284595,0.2159209088521582,0.4556779545045333,0.1778177759872303,1733.7762,134024,33462,1733.7762,67.5004239760686,4.226839934680684,,7.4586336927063925,7.4580570832668425,17.061433762245418,33462,1302.7628289552063,7.173009846308913,,10.41819562981634,10.418165745617609,134024,5217.903454303167,8.560042592584237,,11.805781628695739,11.805774167373368
AUS,2022,507.0,0.6786908267734807,0.7346889705671269,0.6913043663662511,1.5221253326460134,0.2324862735332415,55.0,1.0925066226416789,,47.1,0.6712038039368847,1.85783,,2966.0,62305.03,65169.5191118657,5.05915021896362,96.11940002,25.8318704116272,106.240760803223,109.469171081514,48266.9382557275,8.468,36.8401489257812,26018721.0,7.781398637582474,,487.0,498.0,Australia,504.0,505.3333333333333,510.0,0.7346889705671269,0.7377800227570677,0.7439621271369492,0.6913043663662511,0.6969577551365673,0.7082645326771995,490.0,492.0,494.0,501.75,503.0,503.0,109.759559631348,109.993309020996,119.679389953613,33.0947799682617,31.3911895751953,29.7797794342041,21.2199332352628,18.0967924595604,19.6921472541598,,,,1.1320605806196231,1.137861247041198,1.1044997647491075,11.452,12.592,13.11,0.7120750460629678,0.2244690357721198,0.4501767231673483,0.1684191926675325,1718.0066,127086,45691,1718.0066,66.02963304768132,4.205134805905849,,7.449501844817014,7.4489199442131895,17.07432687534397,45691,1756.0817074751676,7.471409591075751,,10.729678506853837,10.729656620945079,127086,4884.40611665731,8.49400769646806,,11.75262717027844,11.752619301622053
AUS,2023,507.0,0.654149410358624,0.7346889705671269,0.6913043663662511,1.847241753188722,0.2323342557199303,55.0,1.1101155011030766,,49.7,0.6554662770488738,1.85783,,2966.0,62305.03,65058.3773146674,5.05915021896362,96.1160965,25.2582777120781,104.64835357666,112.513177133796,47565.8931035132,8.388,35.7648347818291,26659922.0,,,487.0,498.0,Australia,505.0,503.0,507.6666666666667,0.7346889705671269,0.7346889705671269,0.7408710749470084,0.6913043663662511,0.6913043663662511,0.7026111439068834,489.0,491.0,493.0,500.5,503.0,503.0,110.139221191406,103.322090148926,119.682777404785,35.0234107971191,31.7493305206299,30.0298099517822,21.4757898705835,18.1371018191307,20.6275044745549,,,,1.127068067518234,1.1546154043589116,1.1312298663562363,14.142,11.935,12.642,0.7062937043222836,0.2242580245535794,0.4526996147835874,0.1681746541364898,1481.1548,123257,36367,1481.1548,55.55735684447989,4.035255288609501,,7.3012522538424465,7.300577332775839,17.098671946979124,36367,1364.1075168937102,7.218988471472206,,10.501444546092324,10.501417049013888,123257,4623.306849885007,8.439081768419717,,11.722034998520567,11.722026885424
AUT,2012,506.0,0.5892611780937934,0.5757882356441866,0.5840008630702572,2.275900261256024,0.1498362535772802,55.0,1.3610965440003515,299849.27598500607,53.1,0.7032739528881118,2.93372,4720.81116,2258.0,12181.72,48250.4059142637,5.51612997055054,80.0299939169903,14.5446789024689,79.5471267700195,161.155633431895,1613.40623020831,9.561,11.8733901977539,8429991.0,7.276587822431943,5.594165476911556,506.0,490.0,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4509592341778498,0.2654358423414523,0.4294233044622726,0.2557505301815279,1333.5952,22635,8254,1333.5952,158.19651527504598,5.070139384194873,0.0335104518934085,7.196383303879792,7.195633732149963,15.94730626236181,8254,979.1232280081913,6.887678306625148,0.20740571796313734,9.018574356354229,9.018453210312527,22635,2685.0562473910118,7.895829317813668,0.5687701025073435,10.027296838262414,10.02725265987006
AUT,2013,502.3333333333333,0.6002128547964063,0.6033621853306917,0.5934771242159369,2.162907375204578,0.183728885844844,55.0,1.3877203837174177,313472.4907413455,51.87,0.6529628584314352,2.97993,4782.1241,2162.0,12414.79,50305.3545774973,5.59404993057251,80.6188,15.3690648693427,80.9616012573242,156.483488704585,1857.46801554702,9.767,11.8733901977539,8479823.0,7.289637014666282,5.545013961737231,503.0,488.3333333333333,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4660440009803278,0.2713625330951517,0.4290378861555031,0.2694982168447136,1266.5612,24253,9085,1266.5612,149.3617496497274,5.013044055032421,0.031233348722532604,7.144850018323371,7.144060790421904,15.95320013490874,9085,1071.3667018757349,6.977623355782514,0.22403573798424323,9.114490046319348,9.114379980830272,24253,2860.083282398701,7.9589556021681,0.5980780135753276,10.096336831216737,10.09629560005422
AUT,2014,498.6666666666667,0.5992780640188038,0.5609011320438255,0.5810563691371182,2.118360915374939,0.1293590863591302,55.0,1.2958524009261123,318846.9343083943,53.41,0.6717944430811578,3.11263,5009.44199,2092.0,12632.76,51314.9722616322,5.49767017364502,80.9958249574764,15.4904490132481,81.0195693969727,151.531145320495,2345.32706103046,10.508,11.8733901977539,8546356.0,7.29922002004015,5.504447766127378,500.0,486.6666666666667,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4301971794422309,0.2819893982258719,0.4223147652645499,0.2643245483320448,1377.3372,25362,9613,1377.3372,161.16075670145264,5.0885881685207,0.03217139893488469,7.2286331241061825,7.227907348924691,15.961015551233999,9613,1124.8068767554266,7.026255281339061,0.22453735945057354,9.170975648453906,9.170871628065816,25362,2967.58056884127,7.995839194606105,0.592397431643134,10.141046698084647,10.141007269794844
AUT,2015,495.0,0.6117041822716722,0.5423316870074893,0.6200821660444623,2.3959433065089835,0.1306054596208834,55.0,1.3712505276338336,265665.1188148564,54.07,0.6962467515212348,3.06917,5073.42857,2205.0,13137.08,43915.228020857,5.49143981933594,83.9401419315026,15.0327319949068,82.2563095092773,155.837138171172,3081.90763093797,10.91,13.0816698074341,8642699.0,7.327136796362695,5.545679799386103,497.0,485.0,Austria,506.0,,,0.5757882356441866,,,0.5840008630702572,,,506.0,,,490.0,,,79.5471267700195,,,11.8733901977539,,,14.5446789024689,,,299849.27598500607,,,1.3610965440003515,,,9.561,,,0.4402749272902958,0.271018035782632,0.4358963032912847,0.2485161245869451,1399.3333,26638,9916,1399.3333,161.90929477007126,5.093193572114508,0.031913190958766414,7.244465558697416,7.243751187891601,15.972225476257695,9916,1147.326778359399,7.046061186513197,0.22614426566360407,9.202005735186125,9.201904893155081,26638,3082.1390401308663,8.033703525841284,0.6075061465053535,10.190131586412237,10.190094046760976
AUT,2016,493.3333333333333,0.6388396046157528,0.5509264971330289,0.5990504955897765,2.3443134657692424,0.1583665358937808,55.0,1.3534883138401896,261470.0374050279,52.65,0.6933953214893324,3.13356,5400.34772,2078.0,12976.33,45061.4993920192,5.50954008102417,84.3237425711653,14.4532591877111,82.8496932983398,126.797525496643,4449.98024418463,11.424,13.4557199478149,8736668.0,7.304026377034774,5.475827840547504,497.6666666666667,484.6666666666667,Austria,502.3333333333333,,,0.6033621853306917,,,0.5934771242159369,,,503.0,,,488.3333333333333,,,80.9616012573242,,,11.8733901977539,,,15.3690648693427,,,313472.4907413455,,,1.3877203837174177,,,9.767,,,0.4348237095850587,0.2815977011947592,0.4086520831966333,0.2445574058072146,1416.7,28189,10043,1416.7,162.15564102928028,5.094704598165049,0.03002688890360569,7.256791119123586,7.2560855023853055,15.983039439244974,10043,1149.5229073601058,7.04797182006391,0.21286090580850703,9.214730720277476,9.21463115339334,28189,3226.5161043088738,8.079468112424498,0.5974645099906407,10.246722584108158,10.246687109906768
AUT,2017,491.6666666666667,0.6236609713489069,0.5601232180639275,0.5819318270869824,2.560363398799399,0.1346078975428082,55.0,1.3975235874528291,267665.96071831655,53.1,0.681176878575398,3.07376,5416.07999,2073.0,13072.27,47163.7425775142,5.40181016921997,87.9355865856062,12.8851997037889,83.8392562866211,123.414865109678,7431.71463561626,9.971,14.2486295700073,8797566.0,7.304446147559575,5.466511921583418,498.3333333333333,484.3333333333333,Austria,498.6666666666667,506.0,,0.5609011320438255,0.5757882356441866,,0.5810563691371182,0.5840008630702572,,500.0,506.0,,486.6666666666667,490.0,,81.0195693969727,79.5471267700195,,11.8733901977539,11.8733901977539,,15.4904490132481,14.5446789024689,,318846.9343083943,299849.27598500607,,1.2958524009261123,1.3610965440003515,,10.508,9.561,,0.4337896139267156,0.2832609554891234,0.4149369118098231,0.2408827306462848,1374.6576,28006,9524,1374.6576,156.2543094305857,5.05786430016902,0.028850074171556998,7.226687150318871,7.2259599609086775,15.989985650281024,9524,1082.572156889758,6.988018414873212,0.19988112415041304,9.161675199994901,9.161570207606754,28006,3183.380494104847,8.06601304174184,0.5877646748169327,10.240209757912549,10.240174051915723
